date,medium,source,party,cmp_code,text_appeal,issue,direction_appeal
2017-02-16,Facebook,@VVD,VVD,22420,Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.,Social Security,Positive Appeal
2017-02-16,Facebook,@VVD,VVD,22420,Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.,Military Interventions,Positive Appeal
2017-02-16,Facebook,@VVD,VVD,22420,Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.,Crime Fighting,Positive Appeal
2017-02-16,Facebook,@VVD,VVD,22420,Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.,Health Care,Positive Appeal
2017-02-16,Facebook,@VVD,VVD,22420,Ook dit jaar is er maar √©√©n echte partij van de arbeid. VVD kampioen werkgelegenheid op lange termijn.,Labour Market,Negative Appeal
2017-02-16,Facebook,@VVD,VVD,22420,Ook dit jaar is er maar √©√©n echte partij van de arbeid. VVD kampioen werkgelegenheid op lange termijn.,Labour Market,Positive Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,Wat ik niet eerlijk vindt van rutte is om de ouderen op de 0 lijn te laten staan,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,Rutte beloofde iedereen dat hij eropuit ging  behalve als je met pensioen gaat,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,In uw programma hebben ouderen er niks bijgekregen.,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,U gaat er te vlug overheen dat er in dit land 80.000 ouderen zijn die niet kunnen rondkomen en naar een voedselbank meoten,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,Dat u ze op de 0 laat staan daarmee doet u deze mensen tekort.,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.,Social Security,Negative Appeal
2017-03-06,Facebook,@groenlinks,GL,22110,En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.,Social Security,Negative Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-05,Facebook,@groenlinks,GL,22110,GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.,Health Care,Positive Appeal
2017-03-02,Facebook,@groenlinks,GL,22110,We doen het voor al die onderwijzers die tegen de toetsdruk in dag in dag uit keihard werke,Education,Positive Appeal
2017-03-02,Facebook,@groenlinks,GL,22110,We doen het voor al die mensen die tegen verdrukking in kiezen voor duurzaamheid,Environment & Climate,Positive Appeal
2017-03-02,Facebook,@groenlinks,GL,22110,En we doen het voor al die ouders die een betere toekomst willen voor hun kinderen,Norms and Values,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Cultural Industry,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Cultural Industry,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Cultural Industry,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Cultural Industry,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Education,Positive Appeal
2017-03-01,Facebook,@groenlinks,GL,22110,GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming,Cultural Industry,Positive Appeal
2017-02-28,Facebook,@groenlinks,GL,22110,GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.,Education,Positive Appeal
2017-02-28,Facebook,@groenlinks,GL,22110,GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.,Education,Positive Appeal
2017-02-28,Facebook,@groenlinks,GL,22110,GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.,Education,Positive Appeal
2017-02-28,Facebook,@groenlinks,GL,22110,GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.,Education,Positive Appeal
2017-02-28,Facebook,@groenlinks,GL,22110,Als het aan ons ligt  is de tijd van multinationals die dwarsliggen in de strijd tegen klimaatverandering echt voorbij,Environment & Climate,Positive Appeal
2017-02-25,Facebook,@groenlinks,GL,22110,GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.,Environment & Climate,Positive Appeal
2017-02-25,Facebook,@groenlinks,GL,22110,GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.,Environment & Climate,Positive Appeal
2017-02-25,Facebook,@groenlinks,GL,22110,GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.,Environment & Climate,Positive Appeal
2017-02-22,Facebook,@groenlinks,GL,22110,GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.,Social Security,Positive Appeal
2017-02-22,Facebook,@groenlinks,GL,22110,GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.,Social Security,Positive Appeal
2017-02-22,Facebook,@groenlinks,GL,22110,GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.,Social Security,Positive Appeal
2017-02-16,Facebook,@groenlinks,GL,22110,groenlinks-zorgt-beter-beter-voor-de-staatskas-dan-de-vvd-concludeert-het-cpb,"Taxes, Budget & Economy",Negative Appeal
2017-02-16,Facebook,@groenlinks,GL,22110,groenlinks-zorgt-beter-beter-voor-de-staatskas-dan-de-vvd-concludeert-het-cpb,"Taxes, Budget & Economy",Positive Appeal
2017-03-05,Facebook,fvd,FvD,22730,Wij gaan een einde maken aan de ongebreidelde immigratie,Immigration,Positive Appeal
2017-03-05,Facebook,fvd,FvD,22730,Wij gaan de zorgverzekeraars aanpakken,Health Care,Positive Appeal
2017-03-05,Facebook,fvd,FvD,22730,56% van de Nederlanders wil zelf de Minister-President kiezen. De ENIGE PARTIJ die dit ook wil is Forum  voor Democratie,Institutional Reform,Positive Appeal
2017-03-05,Facebook,fvd,FvD,22730,Alleen met jouw hulp kunnen we het partijkartel doorbreken!,Efficient Government,Negative Appeal
2017-03-04,Facebook,fvd,FvD,22730,Forum voor Democratie heeft WEL realistische oplossingen voor immigratie en integratie.,Immigration,Positive Appeal
2017-03-04,Facebook,fvd,FvD,22730,Forum voor Democratie heeft WEL realistische oplossingen voor immigratie en integratie.,Immigration,Positive Appeal
2017-03-03,Facebook,fvd,FvD,22730,We propose a world of nation states with well functioning democracies. We are doing great. We are going to win so much  they are going to ask us to stop winning.,Norms and Values,Positive Appeal
2017-03-03,Facebook,fvd,FvD,22730,Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heef,"Taxes, Budget & Economy",Positive Appeal
2017-03-03,Facebook,fvd,FvD,22730,Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heef,Environment & Climate,Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,Entrepreneurship,Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,Entrepreneurship,Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,"Taxes, Budget & Economy",Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,Entrepreneurship,Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,Entrepreneurship,Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,"Taxes, Budget & Economy",Positive Appeal
2017-03-02,Facebook,fvd,FvD,22730,Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP‚Äôers door een belastingvrije voet van ‚Ç¨20.000 ‚úî Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.,"Taxes, Budget & Economy",Positive Appeal
2017-03-01,Facebook,fvd,FvD,22730,We worden bij de neus genomen.  ze zijn niet geinteresseerd in ons. We moeten afrekenen met deze ondemocratische kartelpolitiek.,Efficient Government,Negative Appeal
2017-03-01,Facebook,fvd,FvD,22730,Haar volgende missie zal zijn om samen met Forum voor Democratie Nederland veiliger en democratischer te maken.,Crime Fighting,Positive Appeal
2017-03-01,Facebook,fvd,FvD,22730,Haar volgende missie zal zijn om samen met Forum voor Democratie Nederland veiliger en democratischer te maken.,Norms and Values,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,8 maanden geleden verkochten de leden van het partijkartel uw ‚Ç¨1.300 miljard pensioentegoeden aan de EU voor hun eigen carrieres,European Union,Negative Appeal
2017-02-28,Facebook,fvd,FvD,22730,Wij willen dit geld terughalen. Wij willen onze pensioenen weer onder nationaal toezicht  in geen enkel geval onder EU-jurisdictie.,European Union,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,Wij willen dit geld terughalen. Wij willen onze pensioenen weer onder nationaal toezicht  in geen enkel geval onder EU-jurisdictie.,European Union,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,Forum voor democratie heeft deze week de wet bescherming nederlandse waarden geintroduceerd.,Norms and Values,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,orum voor Democratie stelt een pakket aan maatregelen voor die we vatten onder de noemer ‚Äòopenbreken van het partijkartel,Efficient Government,Negative Appeal
2017-02-28,Facebook,fvd,FvD,22730,orum voor Democratie stelt een pakket aan maatregelen voor die we vatten onder de noemer ‚Äòopenbreken van het partijkartel,Efficient Government,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,Zo dient er een onmiddellijke stop te komen op partij-politieke benoemingen. Niet alleen zijn deze benoemingen slecht voor Nederland.  deze praktijk is ook regelrecht in strijd met Artikel 3 van de Grondwet ‚Äì dat bepaalt: ‚ÄòAlle Nederlanders zijn op gelijke voet in openbare dienst benoembaar.‚Äô Forum voor Democratie wil gewoon de beste persoon voor de positie.  ongeacht politieke voorkeur.,Institutional Reform,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,Zo dient er een onmiddellijke stop te komen op partij-politieke benoemingen. Niet alleen zijn deze benoemingen slecht voor Nederland.  deze praktijk is ook regelrecht in strijd met Artikel 3 van de Grondwet ‚Äì dat bepaalt: ‚ÄòAlle Nederlanders zijn op gelijke voet in openbare dienst benoembaar.‚Äô Forum voor Democratie wil gewoon de beste persoon voor de positie.  ongeacht politieke voorkeur.,Institutional Reform,Positive Appeal
2017-02-28,Facebook,fvd,FvD,22730,"Partijkartel Alarm: Publiek geld naar je familieleden schuiven en dan ""in debat"" in plaats van STAANDE VOET.",Efficient Government,Negative Appeal
2017-02-25,Facebook,fvd,FvD,22730,Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.,Norms and Values,Positive Appeal
2017-02-25,Facebook,fvd,FvD,22730,Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.,Norms and Values,Positive Appeal
2017-02-25,Facebook,fvd,FvD,22730,Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.,Norms and Values,Negative Appeal
2017-02-24,Facebook,fvd,FvD,22730,Het is de eerste wet die Thierry Baudet wil invoeren als hij in de Tweede Kamer komt. Het doel is om Nederlandse waarden te verdedigen en af te dwingen dat immigranten het Nederlandse rechtenstelsel en onze waarden respecteren.,Norms and Values,Positive Appeal
2017-02-24,Facebook,fvd,FvD,22730,(Immigratie) Je ziet eigenlij kdat de gevestigde partijen wegkijken. Die doen er niks aan. Die houden de grenzen ook open. Aan de andere kant heb je de PVV.  die wil de koran verbieden en islamitische scholen sluiten.  dat gaat veel te ver en dat gaat ook nooit werken.,Immigration,Negative Appeal
2017-02-24,Facebook,fvd,FvD,22730,(Immigratie) Je ziet eigenlij kdat de gevestigde partijen wegkijken. Die doen er niks aan. Die houden de grenzen ook open. Aan de andere kant heb je de PVV.  die wil de koran verbieden en islamitische scholen sluiten.  dat gaat veel te ver en dat gaat ook nooit werken.,Immigration,Negative Appeal
2017-02-24,Facebook,fvd,FvD,22730,Dus er is een gapend gat naar een redelijk alternatief en dat is wat FVD biedt met de wet BNW.,Norms and Values,Positive Appeal
2017-02-21,Facebook,fvd,FvD,22730,Onze kartelpolitici dat zijn professionele managers die alleen maar naar de wereld kijken vanuit een powerpoint presentatie. Mensen zijn geen mensen meer.  maar plusjes en minnetjes. Dat is het enige wat men nog doet in de politike. Daardoor is in de zorg en in het onderwijs en bij de politie zulke dramatische beleidsvoering doorgevoerd.,Health Care,Negative Appeal
2017-02-21,Facebook,fvd,FvD,22730,Onze kartelpolitici dat zijn professionele managers die alleen maar naar de wereld kijken vanuit een powerpoint presentatie. Mensen zijn geen mensen meer.  maar plusjes en minnetjes. Dat is het enige wat men nog doet in de politike. Daardoor is in de zorg en in het onderwijs en bij de politie zulke dramatische beleidsvoering doorgevoerd.,Education,Negative Appeal
2017-02-21,Facebook,fvd,FvD,22730,Forum voor Democratie zet alles op alles om de onderste steen boven te krijgen. Wij eisen een parlementaire enqu√™te naar de invoering van de Euro.,European Union,Positive Appeal
2017-02-21,Facebook,fvd,FvD,22730,Forum voor Democratie zet alles op alles om de onderste steen boven te krijgen. Wij eisen een parlementaire enqu√™te naar de invoering van de Euro.,European Union,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.,Institutional Reform,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.,Immigration,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.,Immigration,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.,Immigration,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Norms and Values,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Health Care,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Education,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Health Care,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,"Taxes, Budget & Economy",Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,"Taxes, Budget & Economy",Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Norms and Values,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Institutional Reform,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,European Union,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.,Immigration,Positive Appeal
2017-02-20,Facebook,fvd,FvD,22730,Nederland uit de EU. Sovereneteit staat en vrijheid van expressie staan onder druk. Dat moet verandere en dat gaat FVD doen,European Union,Positive Appeal
