"","appeal","issue","neg","par","opp","id_extr","new","medium","from","as_is","comp_is","date","poll","jor_int","as_is_perc"
"311","Dit kabinet rutte breekt immigratie record na record","imm",1,"pvv",1,4.04,0,"fb","pvv",56,-217,2017-02-20,58.52,0,"51.85"
"312","Ze hebbe discussies over cijfertjes van het planbureau terwijl mensen hun huur niet meer kunnen betalen","econ",1,"pvv",1,4.04,0,"fb","pvv",1,-2,2017-02-18,58.52,0,"2"
"313","Wilt u dat we geld uitgeven aan het buitenland.  onze grenzen openlaten en alles onbetaal wordt stem dan op een van de andere partijen","foreignaid",1,"pvv",1,4.04,0,"fb","pvv",1,-4,2017-02-18,58.52,0,"3.13"
"314","Wilt u dat we geld uitgeven aan het buitenland.  onze grenzen openlaten en alles onbetaal wordt stem dan op een van de andere partijen","imm",1,"pvv",1,4.04,0,"fb","pvv",56,-217,2017-02-18,58.52,0,"51.85"
"315","Wilt u dat we geld uitgeven aan het buitenland.  onze grenzen openlaten en alles onbetaal wordt stem dan op een van de andere partijen","econ",1,"pvv",1,4.04,0,"fb","pvv",1,-2,2017-02-18,58.52,0,"2"
"316","Ik ga Nederland niets beloven deze campagne.  op een ding na: en dat is dat we nederland weer van ons maken.  dat we onze grenzen sluiten.  en dat we al het geld dat we aan het buitenland geven aan de nederlander besteden.","imm",0,"pvv",1,4.04,0,"fb","pvv",56,-217,2017-02-18,58.52,0,"51.85"
"317","Ik ga Nederland niets beloven deze campagne.  op een ding na: en dat is dat we nederland weer van ons maken.  dat we onze grenzen sluiten.  en dat we al het geld dat we aan het buitenland geven aan de nederlander besteden.","imm",0,"pvv",1,4.04,0,"fb","pvv",56,-217,2017-02-18,58.52,0,"51.85"
"318","Ik ga Nederland niets beloven deze campagne.  op een ding na: en dat is dat we nederland weer van ons maken.  dat we onze grenzen sluiten.  en dat we al het geld dat we aan het buitenland geven aan de nederlander besteden.","foreignaid",0,"pvv",1,4.04,0,"fb","pvv",1,-4,2017-02-18,58.52,0,"3.13"
"319","Door ons is Nederland sterker uit de crisis gekomen","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-26,-38.03,0,"46"
"320","Toen hadden we dus een probleem.  dus toen gingen we twee dingen te gelijk doen: burgemeesters bellen  tegelijkertijd zijn we ervoor gaan zorgen dat die toestroom vann immigrantsn afnam.","imm",0,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-20,-38.03,0,"2.46"
"321","Toen hadden we dus een probleem.  dus toen gingen we twee dingen te gelijk doen: burgemeesters bellen  tegelijkertijd zijn we ervoor gaan zorgen dat die toestroom vann immigrantsn afnam.","imm",0,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-20,-38.03,0,"2.46"
"322","Er waren natuurlijk ook mensen met simpele oplossingen: die zeiden  de grenzen moeten dicht. Het werd nooit echt duidelijk hoe. Daar was allemaal neit zo goed over nagedacht. Grenzen dicht is een hysterische maatregel","imm",1,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-20,-38.03,0,"2.46"
"323","Er waren natuurlijk ook mensen met simpele oplossingen: die zeiden  de grenzen moeten dicht. Het werd nooit echt duidelijk hoe. Daar was allemaal neit zo goed over nagedacht. Grenzen dicht is een hysterische maatregel","imm",1,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-20,-38.03,0,"2.46"
"324","WAt ik wil slim vindt  EN WAT WIJ HEBBEN GEDAAN is kijken waar je precies je grens moet bewaken. Daarom hebben we op een sterkere Europese grenswacht ingezet. En om te zorgen dat de instroom naar Nederland flink gedaald is","imm",0,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-20,-38.03,0,"2.46"
"325","VVD: Werkloosheid gaat omlaag naar 5 1%. Banen erbij in de toekomst. PVV: ""Grenzen dicht!""","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"326","VVD: Werkloosheid gaat omlaag naar 5 1%. Banen erbij in de toekomst. PVV: ""Grenzen dicht!""","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"327","VVD: Werkloosheid gaat omlaag naar 5 1%. Banen erbij in de toekomst. PVV: ""Grenzen dicht!""","imm",1,"vvd",0,2.64,0,"fb","vvd",6,-9,2017-02-16,-38.03,0,"2.46"
"328","VVD: De economie groeit met 2%. PVV: "".""","econ",1,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"329","VVD: De economie groeit met 2%. PVV: "".""","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"330","Gaan de werkenden erop vooruit? VVD: Ja! PVV:???","econ",1,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"331","Gaan de werkenden erop vooruit? VVD: Ja! PVV:???","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"332","Daalt overheidsschuld? VVD: Ja! PVV:  ...""","econ",1,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"333","Daalt overheidsschuld? VVD: Ja! PVV:  ...""","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"334","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"335","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"336","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"337","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"338","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","econ",0,"vvd",0,2.64,0,"fb","vvd",23,-47,2017-02-16,-38.03,0,"46"
"339","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","social",0,"vvd",0,2.64,0,"fb","vvd",0,-1,2017-02-16,-38.03,0,"0"
"340","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","social",0,"vvd",0,2.64,0,"fb","vvd",0,-1,2017-02-16,-38.03,0,"0"
"341","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","defence",0,"vvd",0,2.64,0,"fb","vvd",2,-2,2017-02-16,-38.03,0,"22.22"
"342","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","crime",0,"vvd",0,2.64,0,"fb","vvd",11,10,2017-02-16,-38.03,0,"25.58"
"343","Wat betekent het VVD-programma voor ons gave LAnd? DE economie blijft groeien. Meer mensen krijgen een baan. De werkloosheid blijft dalen. In de toekomst 245.000 banen erbij. Werkende NL gaan erop vooruit. MEer geld voor werkende ouders. Kinderopvangtoeslag omhoog. Ook investeren we in defensie.  een veiliger NL en betere ouderenzorg.","health",0,"vvd",0,2.64,0,"fb","vvd",1,-1,2017-02-16,-38.03,0,"1.47"
"344","Ook dit jaar is er maar één echte partij van de arbeid. VVD kampioen werkgelegenheid op lange termijn.","jobs",1,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"345","Ook dit jaar is er maar één echte partij van de arbeid. VVD kampioen werkgelegenheid op lange termijn.","jobs",0,"vvd",0,2.64,0,"fb","vvd",5,22,2017-02-16,-38.03,0,"12.5"
"346","En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"347","Wat ik niet eerlijk vindt van rutte is om de ouderen op de 0 lijn te laten staan","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"348","Rutte beloofde iedereen dat hij eropuit ging  behalve als je met pensioen gaat","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"349","In uw programma hebben ouderen er niks bijgekregen.","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"350","U gaat er te vlug overheen dat er in dit land 80.000 ouderen zijn die niet kunnen rondkomen en naar een voedselbank meoten","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"351","Dat u ze op de 0 laat staan daarmee doet u deze mensen tekort.","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"352","En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"353","En Jesse liet Rutte niet wegkomen met zijn verbale trukendoos. Hij dwong Rutte tot een eerlijk antwoord: Ja  de VVD laat de arme ouderen in de steek.","social",1,"gl",1,2.63,0,"fb","gl",10,10,2017-03-06,317.6,0,"11.9"
"354","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"355","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"356","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"357","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"358","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"359","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"360","GroenLinks wil minder bureaucratie en meer personeel in de thuiszorg. Zodat de mensen die er werken de ruimte krijgen om goede zorg te leveren. Groenlinks wil midner bureaucratie in de zorg doro simpelere procedures en regelgeving. Meer personaal in de thuiszorg.  (wijk)verpleging en verzorging. Verbetering van samenwerking tussen zorgverleners op buurtniveau.","health",0,"gl",1,2.63,0,"fb","gl",5,13,2017-03-05,317.6,0,"7.35"
"361","We doen het voor al die onderwijzers die tegen de toetsdruk in dag in dag uit keihard werke","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-03-02,317.6,0,"3.9"
"362","We doen het voor al die mensen die tegen verdrukking in kiezen voor duurzaamheid","environ",0,"gl",1,2.63,0,"fb","gl",43,131,2017-03-02,317.6,0,"44.79"
"363","En we doen het voor al die ouders die een betere toekomst willen voor hun kinderen","norm",0,"gl",1,2.63,0,"fb","gl",2,10,2017-03-02,317.6,0,"1.5"
"364","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","cult",0,"gl",1,2.63,0,"fb","gl",NA,NA,2017-03-01,317.6,0,NA
"365","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","cult",0,"gl",1,2.63,0,"fb","gl",NA,NA,2017-03-01,317.6,0,NA
"366","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","cult",0,"gl",1,2.63,0,"fb","gl",NA,NA,2017-03-01,317.6,0,NA
"367","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","cult",0,"gl",1,2.63,0,"fb","gl",NA,NA,2017-03-01,317.6,0,NA
"368","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-03-01,317.6,0,"3.9"
"369","GL wil investeren in productiehuizen presentatie-instellingen festival en broedplaatsen. Structureel meer geld beschikbaar maken voor cultuur- en muziekonderwijs en beeldende vorming","cult",0,"gl",1,2.63,0,"fb","gl",NA,NA,2017-03-01,317.6,0,NA
"370","GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-02-28,317.6,0,"3.9"
"371","GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-02-28,317.6,0,"3.9"
"372","GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-02-28,317.6,0,"3.9"
"373","GL wil klassen van max 21 leerlingen op het VMBO. Hoger salaris VMBO docenten. Brede brugklassen. Stapelen toegankelijker maken op alle niveaus.","edu",0,"gl",1,2.63,0,"fb","gl",3,5,2017-02-28,317.6,0,"3.9"
"374","Als het aan ons ligt  is de tijd van multinationals die dwarsliggen in de strijd tegen klimaatverandering echt voorbij","environ",0,"gl",1,2.63,0,"fb","gl",43,131,2017-02-28,317.6,0,"44.79"
"375","GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.","environ",0,"gl",1,2.63,0,"fb","gl",43,131,2017-02-25,317.6,0,"44.79"
"376","GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.","environ",0,"gl",1,2.63,0,"fb","gl",43,131,2017-02-25,317.6,0,"44.79"
"377","GL wil vastgelede normen voor recycling. Hergebruik fiscaal stimuleren. Innovatie en duurzaam grongbruik stimuleren.","environ",0,"gl",1,2.63,0,"fb","gl",43,131,2017-02-25,317.6,0,"44.79"
"378","GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.","social",0,"gl",1,2.63,0,"fb","gl",10,10,2017-02-22,317.6,0,"11.9"
"379","GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.","social",0,"gl",1,2.63,0,"fb","gl",10,10,2017-02-22,317.6,0,"11.9"
"380","GL wil gemakkelijker toegang tot schuldhulp en proejcten zoals schuldhelpmaatje. Mensen met problematische schulden helpen  zo nodig met kwijtschelding. Meer preventie voor schuldenproblematiek onder jongeren.","social",0,"gl",1,2.63,0,"fb","gl",10,10,2017-02-22,317.6,0,"11.9"
"381","groenlinks-zorgt-beter-beter-voor-de-staatskas-dan-de-vvd-concludeert-het-cpb","econ",1,"gl",1,2.63,0,"fb","gl",2,-3,2017-02-16,317.6,0,"4"
"382","groenlinks-zorgt-beter-beter-voor-de-staatskas-dan-de-vvd-concludeert-het-cpb","econ",0,"gl",1,2.63,0,"fb","gl",2,-3,2017-02-16,317.6,0,"4"
"383","Wij gaan een einde maken aan de ongebreidelde immigratie","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-05,NA,0,NA
"384","Wij gaan de zorgverzekeraars aanpakken","health",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-05,NA,0,NA
"385","56% van de Nederlanders wil zelf de Minister-President kiezen. De ENIGE PARTIJ die dit ook wil is Forum  voor Democratie","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-05,NA,0,NA
"386","Alleen met jouw hulp kunnen we het partijkartel doorbreken!","gov",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-05,NA,0,NA
"387","Forum voor Democratie heeft WEL realistische oplossingen voor immigratie en integratie.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-04,NA,0,NA
"388","Forum voor Democratie heeft WEL realistische oplossingen voor immigratie en integratie.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-04,NA,0,NA
"389","We propose a world of nation states with well functioning democracies. We are doing great. We are going to win so much  they are going to ask us to stop winning.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-03,NA,0,NA
"390","Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heef","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-03,NA,0,NA
"391","Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heef","environ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-03,NA,0,NA
"392","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","entrep",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"393","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","entrep",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"394","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"395","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","entrep",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"396","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","entrep",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"397","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"398","Het MKB vormt het hart van de Nederlandse economie. Dit zijn onze standpunten: Versoepeling van het ontslagrecht.Regels omtrent ziekte voor het MKB versoepelen.Radicale vereenvoudiging belastingstelsel.Wegnemen van overbodige regulering.Onmiddellijke afschaffing van de wet DBA Vereenvoudigen fiscale regelgeving ZZP’ers door een belastingvrije voet van €20.000 ✔ Substantieel hogere investeringen van de Nederlandse pensioenfondsen in de Nederlandse economie.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-02,NA,0,NA
"399","We worden bij de neus genomen.  ze zijn niet geinteresseerd in ons. We moeten afrekenen met deze ondemocratische kartelpolitiek.","gov",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-01,NA,0,NA
"400","Haar volgende missie zal zijn om samen met Forum voor Democratie Nederland veiliger en democratischer te maken.","crime",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-01,NA,0,NA
"401","Haar volgende missie zal zijn om samen met Forum voor Democratie Nederland veiliger en democratischer te maken.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-03-01,NA,0,NA
"402","8 maanden geleden verkochten de leden van het partijkartel uw €1.300 miljard pensioentegoeden aan de EU voor hun eigen carrieres","eu",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"403","Wij willen dit geld terughalen. Wij willen onze pensioenen weer onder nationaal toezicht  in geen enkel geval onder EU-jurisdictie.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"404","Wij willen dit geld terughalen. Wij willen onze pensioenen weer onder nationaal toezicht  in geen enkel geval onder EU-jurisdictie.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"405","Forum voor democratie heeft deze week de wet bescherming nederlandse waarden geintroduceerd.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"406","orum voor Democratie stelt een pakket aan maatregelen voor die we vatten onder de noemer ‘openbreken van het partijkartel","gov",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"407","orum voor Democratie stelt een pakket aan maatregelen voor die we vatten onder de noemer ‘openbreken van het partijkartel","gov",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"408","Zo dient er een onmiddellijke stop te komen op partij-politieke benoemingen. Niet alleen zijn deze benoemingen slecht voor Nederland.  deze praktijk is ook regelrecht in strijd met Artikel 3 van de Grondwet – dat bepaalt: ‘Alle Nederlanders zijn op gelijke voet in openbare dienst benoembaar.’ Forum voor Democratie wil gewoon de beste persoon voor de positie.  ongeacht politieke voorkeur.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"409","Zo dient er een onmiddellijke stop te komen op partij-politieke benoemingen. Niet alleen zijn deze benoemingen slecht voor Nederland.  deze praktijk is ook regelrecht in strijd met Artikel 3 van de Grondwet – dat bepaalt: ‘Alle Nederlanders zijn op gelijke voet in openbare dienst benoembaar.’ Forum voor Democratie wil gewoon de beste persoon voor de positie.  ongeacht politieke voorkeur.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
